2023-10-03 15:44:30,185.Netflix_open_consumer.INFO ==================================================
2023-10-03 15:44:30,185.Netflix_open_consumer.INFO Today is 2023-10-03 at 03:44 PM
2023-10-03 15:44:30,186.Netflix_open_consumer.INFO Running on: nt Windows 10
2023-10-03 15:44:30,186.Netflix_open_consumer.INFO Python version:  3.9.12
2023-10-03 15:44:30,225.Netflix_open_consumer.INFO  [x] Received 9/20/2002,0.753570974
2023-10-03 15:44:30,225.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,226.Netflix_open_consumer.INFO  [x] Received 9/23/2002,0.714286029
2023-10-03 15:44:30,226.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,227.Netflix_open_consumer.INFO  [x] Received 9/24/2002,0.711429
2023-10-03 15:44:30,227.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,228.Netflix_open_consumer.INFO  [x] Received 9/25/2002,0.72428602
2023-10-03 15:44:30,228.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,228.Netflix_open_consumer.INFO  [x] Received 9/26/2002,0.748570979
2023-10-03 15:44:30,229.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,229.Netflix_open_consumer.INFO  [x] Received 9/27/2002,0.776428998
2023-10-03 15:44:30,229.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,230.Netflix_open_consumer.INFO  [x] Received 9/30/2002,0.707143009
2023-10-03 15:44:30,230.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,231.Netflix_open_consumer.INFO  [x] Received 10/1/2002,0.709285975
2023-10-03 15:44:30,231.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,232.Netflix_open_consumer.INFO  [x] Received 10/2/2002,0.688570976
2023-10-03 15:44:30,232.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,233.Netflix_open_consumer.INFO  [x] Received 10/3/2002,0.569285989
2023-10-03 15:44:30,234.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,235.Netflix_open_consumer.INFO  [x] Received 5/23/2002,1.156429052
2023-10-03 15:44:30,236.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,237.Netflix_open_consumer.INFO  [x] Received 5/24/2002,1.21428597
2023-10-03 15:44:30,237.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,237.Netflix_open_consumer.INFO  [x] Received 5/28/2002,1.213570952
2023-10-03 15:44:30,238.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,238.Netflix_open_consumer.INFO  [x] Received 5/29/2002,1.164286017
2023-10-03 15:44:30,239.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,239.Netflix_open_consumer.INFO  [x] Received 5/30/2002,1.107856989
2023-10-03 15:44:30,240.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,240.Netflix_open_consumer.INFO  [x] Received 5/31/2002,1.078570962
2023-10-03 15:44:30,240.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,241.Netflix_open_consumer.INFO  [x] Received 6/3/2002,1.080000043
2023-10-03 15:44:30,241.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,242.Netflix_open_consumer.INFO  [x] Received 6/4/2002,1.135714054
2023-10-03 15:44:30,242.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,242.Netflix_open_consumer.INFO  [x] Received 6/5/2002,1.110713959
2023-10-03 15:44:30,243.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,243.Netflix_open_consumer.INFO  [x] Received 6/6/2002,1.149999976
2023-10-03 15:44:30,243.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,244.Netflix_open_consumer.INFO  [x] Received 6/7/2002,1.177857041
2023-10-03 15:44:30,244.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,245.Netflix_open_consumer.INFO  [x] Received 6/10/2002,1.13499999
2023-10-03 15:44:30,245.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,246.Netflix_open_consumer.INFO  [x] Received 6/11/2002,1.156429052
2023-10-03 15:44:30,246.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,246.Netflix_open_consumer.INFO  [x] Received 6/12/2002,1.15357101
2023-10-03 15:44:30,247.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,247.Netflix_open_consumer.INFO  [x] Received 6/13/2002,1.104285955
2023-10-03 15:44:30,247.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,248.Netflix_open_consumer.INFO  [x] Received 6/14/2002,1.082142949
2023-10-03 15:44:30,248.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,249.Netflix_open_consumer.INFO  [x] Received 6/17/2002,1.013571024
2023-10-03 15:44:30,250.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,251.Netflix_open_consumer.INFO  [x] Received 6/18/2002,0.938570976
2023-10-03 15:44:30,251.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,255.Netflix_open_consumer.INFO  [x] Received 6/19/2002,0.911428988
2023-10-03 15:44:30,255.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,256.Netflix_open_consumer.INFO  [x] Received 6/20/2002,0.97142899
2023-10-03 15:44:30,256.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,256.Netflix_open_consumer.INFO  [x] Received 6/21/2002,0.982142985
2023-10-03 15:44:30,257.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,257.Netflix_open_consumer.INFO  [x] Received 6/24/2002,0.979286015
2023-10-03 15:44:30,257.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,258.Netflix_open_consumer.INFO  [x] Received 6/25/2002,0.988570988
2023-10-03 15:44:30,258.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,259.Netflix_open_consumer.INFO  [x] Received 6/26/2002,0.963571012
2023-10-03 15:44:30,259.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,259.Netflix_open_consumer.INFO  [x] Received 6/27/2002,1.009286046
2023-10-03 15:44:30,259.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,260.Netflix_open_consumer.INFO  [x] Received 6/28/2002,0.960713983
2023-10-03 15:44:30,260.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,261.Netflix_open_consumer.INFO  [x] Received 7/1/2002,1
2023-10-03 15:44:30,261.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,262.Netflix_open_consumer.INFO  [x] Received 7/2/2002,1.053570986
2023-10-03 15:44:30,262.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,262.Netflix_open_consumer.INFO  [x] Received 7/3/2002,1.178570986
2023-10-03 15:44:30,262.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,263.Netflix_open_consumer.INFO  [x] Received 7/5/2002,1.21428597
2023-10-03 15:44:30,263.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,264.Netflix_open_consumer.INFO  [x] Received 7/8/2002,1.252143025
2023-10-03 15:44:30,264.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,264.Netflix_open_consumer.INFO  [x] Received 7/9/2002,1.174999952
2023-10-03 15:44:30,265.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,267.Netflix_open_consumer.INFO  [x] Received 7/10/2002,1.161429048
2023-10-03 15:44:30,267.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,267.Netflix_open_consumer.INFO  [x] Received 7/11/2002,1.154286027
2023-10-03 15:44:30,268.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,268.Netflix_open_consumer.INFO  [x] Received 7/12/2002,1.27857101
2023-10-03 15:44:30,269.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,269.Netflix_open_consumer.INFO  [x] Received 7/15/2002,1.242856979
2023-10-03 15:44:30,269.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,270.Netflix_open_consumer.INFO  [x] Received 7/16/2002,1.152856946
2023-10-03 15:44:30,270.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,271.Netflix_open_consumer.INFO  [x] Received 7/17/2002,1.144999981
2023-10-03 15:44:30,271.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,272.Netflix_open_consumer.INFO  [x] Received 7/18/2002,1.117143035
2023-10-03 15:44:30,272.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,273.Netflix_open_consumer.INFO  [x] Received 7/19/2002,1.152856946
2023-10-03 15:44:30,273.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,273.Netflix_open_consumer.INFO  [x] Received 7/22/2002,1.135714054
2023-10-03 15:44:30,274.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,274.Netflix_open_consumer.INFO  [x] Received 7/23/2002,1.176429033
2023-10-03 15:44:30,274.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,274.Netflix_open_consumer.INFO  [x] Received 7/24/2002,1.146428943
2023-10-03 15:44:30,274.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,275.Netflix_open_consumer.INFO  [x] Received 7/25/2002,1.125
2023-10-03 15:44:30,275.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,276.Netflix_open_consumer.INFO  [x] Received 7/26/2002,1.049999952
2023-10-03 15:44:30,276.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,276.Netflix_open_consumer.INFO  [x] Received 7/29/2002,0.896429002
2023-10-03 15:44:30,277.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,277.Netflix_open_consumer.INFO  [x] Received 7/30/2002,0.893571019
2023-10-03 15:44:30,277.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,278.Netflix_open_consumer.INFO  [x] Received 7/31/2002,0.928570986
2023-10-03 15:44:30,278.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,279.Netflix_open_consumer.INFO  [x] Received 8/1/2002,0.949999988
2023-10-03 15:44:30,279.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,279.Netflix_open_consumer.INFO  [x] Received 8/2/2002,0.886429012
2023-10-03 15:44:30,280.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,282.Netflix_open_consumer.INFO  [x] Received 8/5/2002,0.77857101
2023-10-03 15:44:30,282.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,282.Netflix_open_consumer.INFO  [x] Received 8/6/2002,0.795714021
2023-10-03 15:44:30,283.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,283.Netflix_open_consumer.INFO  [x] Received 8/7/2002,0.760713995
2023-10-03 15:44:30,283.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,284.Netflix_open_consumer.INFO  [x] Received 8/8/2002,0.796428978
2023-10-03 15:44:30,284.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,285.Netflix_open_consumer.INFO  [x] Received 8/9/2002,0.798570991
2023-10-03 15:44:30,285.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,286.Netflix_open_consumer.INFO  [x] Received 8/12/2002,0.802856982
2023-10-03 15:44:30,286.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,286.Netflix_open_consumer.INFO  [x] Received 8/13/2002,0.767857015
2023-10-03 15:44:30,287.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,287.Netflix_open_consumer.INFO  [x] Received 8/14/2002,0.77571398
2023-10-03 15:44:30,287.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,288.Netflix_open_consumer.INFO  [x] Received 8/15/2002,0.837143004
2023-10-03 15:44:30,288.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,289.Netflix_open_consumer.INFO  [x] Received 8/16/2002,0.892857015
2023-10-03 15:44:30,289.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,290.Netflix_open_consumer.INFO  [x] Received 8/19/2002,0.925000012
2023-10-03 15:44:30,290.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,290.Netflix_open_consumer.INFO  [x] Received 8/20/2002,0.985000014
2023-10-03 15:44:30,291.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,291.Netflix_open_consumer.INFO  [x] Received 8/21/2002,0.952857018
2023-10-03 15:44:30,291.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,292.Netflix_open_consumer.INFO  [x] Received 8/22/2002,0.973571002
2023-10-03 15:44:30,292.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,293.Netflix_open_consumer.INFO  [x] Received 8/23/2002,0.993570983
2023-10-03 15:44:30,293.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,294.Netflix_open_consumer.INFO  [x] Received 8/26/2002,0.996429026
2023-10-03 15:44:30,294.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,294.Netflix_open_consumer.INFO  [x] Received 8/27/2002,0.967857003
2023-10-03 15:44:30,294.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,295.Netflix_open_consumer.INFO  [x] Received 8/28/2002,0.861428976
2023-10-03 15:44:30,295.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,296.Netflix_open_consumer.INFO  [x] Received 8/29/2002,0.832857013
2023-10-03 15:44:30,297.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,298.Netflix_open_consumer.INFO  [x] Received 8/30/2002,0.914286017
2023-10-03 15:44:30,298.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,299.Netflix_open_consumer.INFO  [x] Received 9/3/2002,0.936429024
2023-10-03 15:44:30,299.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,299.Netflix_open_consumer.INFO  [x] Received 9/4/2002,0.925714016
2023-10-03 15:44:30,300.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,300.Netflix_open_consumer.INFO  [x] Received 9/5/2002,0.917856991
2023-10-03 15:44:30,300.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,301.Netflix_open_consumer.INFO  [x] Received 9/6/2002,0.927856982
2023-10-03 15:44:30,301.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,302.Netflix_open_consumer.INFO  [x] Received 9/9/2002,0.919286013
2023-10-03 15:44:30,302.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,302.Netflix_open_consumer.INFO  [x] Received 9/10/2002,0.90071398
2023-10-03 15:44:30,303.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,303.Netflix_open_consumer.INFO  [x] Received 9/11/2002,0.938570976
2023-10-03 15:44:30,304.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,304.Netflix_open_consumer.INFO  [x] Received 9/12/2002,0.962857008
2023-10-03 15:44:30,304.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,305.Netflix_open_consumer.INFO  [x] Received 9/13/2002,0.921428978
2023-10-03 15:44:30,305.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,306.Netflix_open_consumer.INFO  [x] Received 9/16/2002,0.892143011
2023-10-03 15:44:30,306.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,307.Netflix_open_consumer.INFO  [x] Received 9/17/2002,0.863570988
2023-10-03 15:44:30,307.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,308.Netflix_open_consumer.INFO  [x] Received 9/18/2002,0.836429
2023-10-03 15:44:30,308.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,309.Netflix_open_consumer.INFO  [x] Received 9/19/2002,0.785000026
2023-10-03 15:44:30,309.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,309.Netflix_open_consumer.INFO  [x] Received 9/20/2002,0.753570974
2023-10-03 15:44:30,309.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,310.Netflix_open_consumer.INFO  [x] Received 9/23/2002,0.714286029
2023-10-03 15:44:30,310.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,311.Netflix_open_consumer.INFO  [x] Received 9/24/2002,0.711429
2023-10-03 15:44:30,311.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,312.Netflix_open_consumer.INFO  [x] Received 9/25/2002,0.72428602
2023-10-03 15:44:30,313.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,314.Netflix_open_consumer.INFO  [x] Received 9/26/2002,0.748570979
2023-10-03 15:44:30,314.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,315.Netflix_open_consumer.INFO  [x] Received 9/27/2002,0.776428998
2023-10-03 15:44:30,315.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,316.Netflix_open_consumer.INFO  [x] Received 9/30/2002,0.707143009
2023-10-03 15:44:30,316.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,316.Netflix_open_consumer.INFO  [x] Received 10/1/2002,0.709285975
2023-10-03 15:44:30,317.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,317.Netflix_open_consumer.INFO  [x] Received 10/2/2002,0.688570976
2023-10-03 15:44:30,317.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,320.Netflix_open_consumer.INFO  [x] Received 10/3/2002,0.569285989
2023-10-03 15:44:30,321.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,321.Netflix_open_consumer.INFO  [x] Received 10/4/2002,0.517857015
2023-10-03 15:44:30,322.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,322.Netflix_open_consumer.INFO  [x] Received 10/7/2002,0.449999988
2023-10-03 15:44:30,322.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,323.Netflix_open_consumer.INFO  [x] Received 10/8/2002,0.410714
2023-10-03 15:44:30,323.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,324.Netflix_open_consumer.INFO  [x] Received 10/9/2002,0.409999996
2023-10-03 15:44:30,324.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,324.Netflix_open_consumer.INFO  [x] Received 10/10/2002,0.377857
2023-10-03 15:44:30,324.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,325.Netflix_open_consumer.INFO  [x] Received 10/11/2002,0.508571029
2023-10-03 15:44:30,325.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,326.Netflix_open_consumer.INFO  [x] Received 10/14/2002,0.464286
2023-10-03 15:44:30,326.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,327.Netflix_open_consumer.INFO  [x] Received 10/15/2002,0.542856991
2023-10-03 15:44:30,327.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,327.Netflix_open_consumer.INFO  [x] Received 10/16/2002,0.529286027
2023-10-03 15:44:30,327.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,330.Netflix_open_consumer.INFO  [x] Received 10/17/2002,0.472142994
2023-10-03 15:44:30,330.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,331.Netflix_open_consumer.INFO  [x] Received 10/18/2002,0.585713983
2023-10-03 15:44:30,331.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,332.Netflix_open_consumer.INFO  [x] Received 10/21/2002,0.638571024
2023-10-03 15:44:30,332.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,332.Netflix_open_consumer.INFO  [x] Received 10/22/2002,0.635713995
2023-10-03 15:44:30,333.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,333.Netflix_open_consumer.INFO  [x] Received 10/23/2002,0.625
2023-10-03 15:44:30,333.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,334.Netflix_open_consumer.INFO  [x] Received 10/24/2002,0.606428981
2023-10-03 15:44:30,334.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,335.Netflix_open_consumer.INFO  [x] Received 10/25/2002,0.579999983
2023-10-03 15:44:30,335.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,336.Netflix_open_consumer.INFO  [x] Received 10/28/2002,0.664286017
2023-10-03 15:44:30,336.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,336.Netflix_open_consumer.INFO  [x] Received 10/29/2002,0.675000012
2023-10-03 15:44:30,337.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,337.Netflix_open_consumer.INFO  [x] Received 10/30/2002,0.663571
2023-10-03 15:44:30,338.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,338.Netflix_open_consumer.INFO  [x] Received 10/31/2002,0.636429012
2023-10-03 15:44:30,338.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,339.Netflix_open_consumer.INFO  [x] Received 11/1/2002,0.628570974
2023-10-03 15:44:30,339.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,340.Netflix_open_consumer.INFO  [x] Received 11/4/2002,0.642857015
2023-10-03 15:44:30,340.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,340.Netflix_open_consumer.INFO  [x] Received 11/5/2002,0.672142982
2023-10-03 15:44:30,341.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,341.Netflix_open_consumer.INFO  [x] Received 11/6/2002,0.664286017
2023-10-03 15:44:30,341.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,342.Netflix_open_consumer.INFO  [x] Received 11/7/2002,0.632143021
2023-10-03 15:44:30,342.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,343.Netflix_open_consumer.INFO  [x] Received 11/8/2002,0.605000019
2023-10-03 15:44:30,343.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,343.Netflix_open_consumer.INFO  [x] Received 11/11/2002,0.607142985
2023-10-03 15:44:30,343.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,344.Netflix_open_consumer.INFO  [x] Received 11/12/2002,0.600000024
2023-10-03 15:44:30,346.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,346.Netflix_open_consumer.INFO  [x] Received 11/13/2002,0.579285979
2023-10-03 15:44:30,346.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,347.Netflix_open_consumer.INFO  [x] Received 11/14/2002,0.642857015
2023-10-03 15:44:30,347.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,348.Netflix_open_consumer.INFO  [x] Received 11/15/2002,0.642143011
2023-10-03 15:44:30,348.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,349.Netflix_open_consumer.INFO  [x] Received 11/18/2002,0.648571014
2023-10-03 15:44:30,349.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:30,880.Netflix_open_consumer.INFO  [x] Received 11/19/2002,0.720000029
2023-10-03 15:44:30,880.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:31,907.Netflix_open_consumer.INFO  [x] Received 11/20/2002,0.674286008
2023-10-03 15:44:31,908.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:32,947.Netflix_open_consumer.INFO  [x] Received 11/21/2002,0.728570998
2023-10-03 15:44:32,947.Netflix_open_consumer.INFO  [x] Done.
2023-10-03 15:44:33,974.Netflix_open_consumer.INFO  [x] Received 11/22/2002,0.757143021
